AdCode,Province,Prefecture,County,方言大区,方言区/语支,方言片/语种,SGroup,DiaGroup,SubDiaGroup
371621,山东省,滨州市,惠民县,官话,冀鲁官话,沧惠片,Mandarin,Jilu,Canghui
371622,山东省,滨州市,阳信县,官话,冀鲁官话,沧惠片,Mandarin,Jilu,Canghui
371623,山东省,滨州市,无棣县,官话,冀鲁官话,沧惠片,Mandarin,Jilu,Canghui
371625,山东省,滨州市,博兴县,官话,冀鲁官话,沧惠片,Mandarin,Jilu,Canghui
371626,山东省,滨州市,邹平县,官话,冀鲁官话,沧惠片,Mandarin,Jilu,Canghui
371702,山东省,菏泽市,牡丹区,官话,中原官话,兖菏片,Mandarin,Zhongyuan,Yanhe
371703,山东省,菏泽市,定陶区,官话,中原官话,兖菏片,Mandarin,Zhongyuan,Yanhe
371721,山东省,菏泽市,曹县,官话,中原官话,兖菏片,Mandarin,Zhongyuan,Yanhe
371722,山东省,菏泽市,单县,官话,中原官话,兖菏片,Mandarin,Zhongyuan,Yanhe
371723,山东省,菏泽市,成武县,官话,中原官话,兖菏片,Mandarin,Zhongyuan,Yanhe
371724,山东省,菏泽市,巨野县,官话,中原官话,兖菏片,Mandarin,Zhongyuan,Yanhe
371725,山东省,菏泽市,郓城县,官话,中原官话,兖菏片,Mandarin,Zhongyuan,Yanhe
371726,山东省,菏泽市,鄄城县,官话,中原官话,兖菏片,Mandarin,Zhongyuan,Yanhe
371728,山东省,菏泽市,东明县,官话,中原官话,兖菏片,Mandarin,Zhongyuan,Yanhe
410102,河南省,郑州市,中原区,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410103,河南省,郑州市,二七区,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410104,河南省,郑州市,管城回族区,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410105,河南省,郑州市,金水区,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410106,河南省,郑州市,上街区,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410108,河南省,郑州市,惠济区,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410181,河南省,郑州市,巩义市,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410182,河南省,郑州市,荥阳市,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410183,河南省,郑州市,新密市,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410184,河南省,郑州市,新郑市,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410185,河南省,郑州市,登封市,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410122,河南省,郑州市,中牟县,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410204,河南省,开封市,开封市鼓楼区,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410202,河南省,开封市,龙亭区,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410203,河南省,开封市,顺河回族区,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410205,河南省,开封市,禹王台区,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410212,河南省,开封市,祥符区,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410221,河南省,开封市,杞县,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410222,河南省,开封市,通许县,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410223,河南省,开封市,尉氏县,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410225,河南省,开封市,兰考县,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410303,河南省,洛阳市,西工区,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410302,河南省,洛阳市,老城区,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410304,河南省,洛阳市,瀍河回族区,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410305,河南省,洛阳市,涧西区,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410306,河南省,洛阳市,吉利区,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410311,河南省,洛阳市,洛龙区,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410381,河南省,洛阳市,偃师市,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410322,河南省,洛阳市,孟津县,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410323,河南省,洛阳市,新安县,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410324,河南省,洛阳市,栾川县,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410325,河南省,洛阳市,嵩县,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410326,河南省,洛阳市,汝阳县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
410327,河南省,洛阳市,宜阳县,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410328,河南省,洛阳市,洛宁县,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410329,河南省,洛阳市,伊川县,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410402,河南省,平顶山市,平顶山市新华区,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
410403,河南省,平顶山市,卫东区,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
410404,河南省,平顶山市,石龙区,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
410411,河南省,平顶山市,湛河区,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
410481,河南省,平顶山市,舞钢市,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
410482,河南省,平顶山市,汝州市,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
410421,河南省,平顶山市,宝丰县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
410422,河南省,平顶山市,叶县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
410423,河南省,平顶山市,鲁山县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
410425,河南省,平顶山市,郏县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
410503,河南省,安阳市,北关区,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410502,河南省,安阳市,文峰区,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410505,河南省,安阳市,殷都区,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410506,河南省,安阳市,龙安区,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410581,河南省,安阳市,林州市,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410522,河南省,安阳市,安阳县,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410523,河南省,安阳市,汤阴县,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410526,河南省,安阳市,滑县,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410527,河南省,安阳市,内黄县,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410611,河南省,鹤壁市,淇滨区,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410602,河南省,鹤壁市,鹤山区,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410603,河南省,鹤壁市,山城区,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410621,河南省,鹤壁市,浚县,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410622,河南省,鹤壁市,淇县,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410703,河南省,新乡市,卫滨区,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410702,河南省,新乡市,红旗区,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410704,河南省,新乡市,凤泉区,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410711,河南省,新乡市,牧野区,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410781,河南省,新乡市,卫辉市,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410782,河南省,新乡市,辉县市,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410721,河南省,新乡市,新乡县,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410724,河南省,新乡市,获嘉县,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410725,河南省,新乡市,原阳县,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410726,河南省,新乡市,延津县,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410727,河南省,新乡市,封丘县,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410728,河南省,新乡市,长垣县,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410802,河南省,焦作市,解放区,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410803,河南省,焦作市,中站区,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410804,河南省,焦作市,马村区,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410811,河南省,焦作市,山阳区,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410882,河南省,焦作市,沁阳市,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410883,河南省,焦作市,孟州市,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
410821,河南省,焦作市,修武县,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410822,河南省,焦作市,博爱县,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410823,河南省,焦作市,武陟县,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410825,河南省,焦作市,温县,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
410902,河南省,濮阳市,华龙区,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410922,河南省,濮阳市,清丰县,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410923,河南省,濮阳市,南乐县,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
410926,河南省,濮阳市,范县,官话,中原官话,兖菏片,Mandarin,Zhongyuan,Yanhe
410927,河南省,濮阳市,台前县,官话,中原官话,兖菏片,Mandarin,Zhongyuan,Yanhe
410928,河南省,濮阳市,濮阳县,官话,中原官话,郑开片,Mandarin,Zhongyuan,Zhengkai
411002,河南省,许昌市,魏都区,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411003,河南省,许昌市,建安区,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411081,河南省,许昌市,禹州市,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411082,河南省,许昌市,长葛市,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411024,河南省,许昌市,鄢陵县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411025,河南省,许昌市,襄城县,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411103,河南省,漯河市,郾城区,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411102,河南省,漯河市,源汇区,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411104,河南省,漯河市,召陵区,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411121,河南省,漯河市,舞阳县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411122,河南省,漯河市,临颍县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411202,河南省,三门峡市,湖滨区,官话,中原官话,关中片,Mandarin,Zhongyuan,Guanzhong
411203,河南省,三门峡市,陕州区,官话,中原官话,关中片,Mandarin,Zhongyuan,Guanzhong
411281,河南省,三门峡市,义马市,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
411282,河南省,三门峡市,灵宝市,官话,中原官话,关中片,Mandarin,Zhongyuan,Guanzhong
411221,河南省,三门峡市,渑池县,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
411224,河南省,三门峡市,卢氏县,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
411303,河南省,南阳市,卧龙区,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411302,河南省,南阳市,宛城区,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411381,河南省,南阳市,邓州市,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411321,河南省,南阳市,南召县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411322,河南省,南阳市,方城县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411323,河南省,南阳市,西峡县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411324,河南省,南阳市,镇平县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411325,河南省,南阳市,内乡县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411326,河南省,南阳市,淅川县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411327,河南省,南阳市,社旗县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411328,河南省,南阳市,唐河县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411329,河南省,南阳市,新野县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411330,河南省,南阳市,桐柏县,官话,中原官话,信蚌片,Mandarin,Zhongyuan,Xinbeng
411402,河南省,商丘市,梁园区,官话,中原官话,商阜片,Mandarin,Zhongyuan,Shangfu
411403,河南省,商丘市,睢阳区,官话,中原官话,商阜片,Mandarin,Zhongyuan,Shangfu
411481,河南省,商丘市,永城市,官话,中原官话,商阜片,Mandarin,Zhongyuan,Shangfu
411421,河南省,商丘市,民权县,官话,中原官话,商阜片,Mandarin,Zhongyuan,Shangfu
411422,河南省,商丘市,睢县,官话,中原官话,商阜片,Mandarin,Zhongyuan,Shangfu
411423,河南省,商丘市,宁陵县,官话,中原官话,商阜片,Mandarin,Zhongyuan,Shangfu
411424,河南省,商丘市,柘城县,官话,中原官话,商阜片,Mandarin,Zhongyuan,Shangfu
411425,河南省,商丘市,虞城县,官话,中原官话,商阜片,Mandarin,Zhongyuan,Shangfu
411426,河南省,商丘市,夏邑县,官话,中原官话,洛嵩片,Mandarin,Zhongyuan,Luosong
411502,河南省,信阳市,浉河区,官话,中原官话,信蚌片,Mandarin,Zhongyuan,Xinbeng
411503,河南省,信阳市,平桥区,官话,中原官话,信蚌片,Mandarin,Zhongyuan,Xinbeng
411521,河南省,信阳市,罗山县,官话,中原官话,信蚌片,Mandarin,Zhongyuan,Xinbeng
411522,河南省,信阳市,光山县,官话,中原官话,信蚌片,Mandarin,Zhongyuan,Xinbeng
411523,河南省,信阳市,新县,官话,中原官话,信蚌片,Mandarin,Zhongyuan,Xinbeng
411524,河南省,信阳市,商城县,官话,中原官话,信蚌片,Mandarin,Zhongyuan,Xinbeng
411525,河南省,信阳市,固始县,官话,中原官话,信蚌片,Mandarin,Zhongyuan,Xinbeng
411526,河南省,信阳市,潢川县,官话,中原官话,信蚌片,Mandarin,Zhongyuan,Xinbeng
411527,河南省,信阳市,淮滨县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411528,河南省,信阳市,息县,官话,中原官话,信蚌片,Mandarin,Zhongyuan,Xinbeng
411602,河南省,周口市,川汇区,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411681,河南省,周口市,项城市,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411621,河南省,周口市,扶沟县,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411622,河南省,周口市,西华县,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411623,河南省,周口市,商水县,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411624,河南省,周口市,沈丘县,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411625,河南省,周口市,郸城县,官话,中原官话,商阜片,Mandarin,Zhongyuan,Shangfu
411626,河南省,周口市,淮阳县,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411627,河南省,周口市,太康县,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411628,河南省,周口市,鹿邑县,官话,中原官话,商阜片,Mandarin,Zhongyuan,Shangfu
411702,河南省,驻马店市,驿城区,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411721,河南省,驻马店市,西平县,官话,中原官话,南鲁片,Mandarin,Zhongyuan,Nanlu
411722,河南省,驻马店市,上蔡县,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411723,河南省,驻马店市,平舆县,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411724,河南省,驻马店市,正阳县,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411725,河南省,驻马店市,确山县,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411726,河南省,驻马店市,泌阳县,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411727,河南省,驻马店市,汝南县,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411728,河南省,驻马店市,遂平县,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
411729,河南省,驻马店市,新蔡县,官话,中原官话,漯项片,Mandarin,Zhongyuan,Luoxiang
419001,河南省,省直辖县级行政单位,济源市,非官话,晋,邯新片,Non-Mandarin,Jin,Hanxin
420102,湖北省,武汉市,江岸区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420103,湖北省,武汉市,江汉区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420104,湖北省,武汉市,硚口区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420105,湖北省,武汉市,汉阳区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420106,湖北省,武汉市,武昌区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420107,湖北省,武汉市,武汉市青山区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420111,湖北省,武汉市,洪山区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420112,湖北省,武汉市,东西湖区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420113,湖北省,武汉市,汉南区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420114,湖北省,武汉市,蔡甸区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420115,湖北省,武汉市,江夏区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420116,湖北省,武汉市,黄陂区,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
420117,湖北省,武汉市,新洲区,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
420204,湖北省,黄石市,下陆区,非官话,赣,大通片,Non-Mandarin,Gan,Datong
420202,湖北省,黄石市,黄石港区,非官话,赣,大通片,Non-Mandarin,Gan,Datong
420203,湖北省,黄石市,西塞山区,非官话,赣,大通片,Non-Mandarin,Gan,Datong
420205,湖北省,黄石市,铁山区,非官话,赣,大通片,Non-Mandarin,Gan,Datong
420281,湖北省,黄石市,大冶市,非官话,赣,大通片,Non-Mandarin,Gan,Datong
420222,湖北省,黄石市,阳新县,非官话,赣,大通片,Non-Mandarin,Gan,Datong
420302,湖北省,十堰市,茅箭区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420303,湖北省,十堰市,张湾区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420304,湖北省,十堰市,郧阳区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420381,湖北省,十堰市,丹江口市,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420322,湖北省,十堰市,郧西县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420323,湖北省,十堰市,竹山县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420324,湖北省,十堰市,竹溪县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420325,湖北省,十堰市,房县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420502,湖北省,宜昌市,西陵区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420503,湖北省,宜昌市,伍家岗区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420504,湖北省,宜昌市,点军区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420505,湖北省,宜昌市,猇亭区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420506,湖北省,宜昌市,夷陵区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420581,湖北省,宜昌市,宜都市,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420582,湖北省,宜昌市,当阳市,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420583,湖北省,宜昌市,枝江市,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420525,湖北省,宜昌市,远安县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420526,湖北省,宜昌市,兴山县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420527,湖北省,宜昌市,秭归县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420528,湖北省,宜昌市,长阳土家族自治县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420529,湖北省,宜昌市,五峰土家族自治县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420602,湖北省,襄阳市,襄城区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420606,湖北省,襄阳市,樊城区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420607,湖北省,襄阳市,襄州区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420682,湖北省,襄阳市,老河口市,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420683,湖北省,襄阳市,枣阳市,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420684,湖北省,襄阳市,宜城市,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420624,湖北省,襄阳市,南漳县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420625,湖北省,襄阳市,谷城县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420626,湖北省,襄阳市,保康县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420704,湖北省,鄂州市,鄂城区,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
420702,湖北省,鄂州市,梁子湖区,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
420703,湖北省,鄂州市,华容区,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
420802,湖北省,荆门市,东宝区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420804,湖北省,荆门市,掇刀区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420881,湖北省,荆门市,钟祥市,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420821,湖北省,荆门市,京山县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420822,湖北省,荆门市,沙洋县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420902,湖北省,孝感市,孝南区,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
420981,湖北省,孝感市,应城市,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
420982,湖北省,孝感市,安陆市,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
420984,湖北省,孝感市,汉川市,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
420921,湖北省,孝感市,孝昌县,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
420922,湖北省,孝感市,大悟县,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
420923,湖北省,孝感市,云梦县,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
421002,湖北省,荆州市,沙市区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
421003,湖北省,荆州市,荆州区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
421081,湖北省,荆州市,石首市,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
421083,湖北省,荆州市,洪湖市,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
421087,湖北省,荆州市,松滋市,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
421022,湖北省,荆州市,公安县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
421023,湖北省,荆州市,监利县,非官话,赣,大通片,Non-Mandarin,Gan,Datong
421024,湖北省,荆州市,江陵县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
421102,湖北省,黄冈市,黄州区,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
421181,湖北省,黄冈市,麻城市,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
421182,湖北省,黄冈市,武穴市,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
421121,湖北省,黄冈市,团风县,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
421122,湖北省,黄冈市,红安县,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
421123,湖北省,黄冈市,罗田县,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
421124,湖北省,黄冈市,英山县,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
421125,湖北省,黄冈市,浠水县,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
421126,湖北省,黄冈市,蕲春县,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
421127,湖北省,黄冈市,黄梅县,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
421202,湖北省,咸宁市,咸安区,非官话,赣,大通片,Non-Mandarin,Gan,Datong
421281,湖北省,咸宁市,赤壁市,非官话,赣,大通片,Non-Mandarin,Gan,Datong
421221,湖北省,咸宁市,嘉鱼县,非官话,赣,大通片,Non-Mandarin,Gan,Datong
421222,湖北省,咸宁市,通城县,非官话,赣,大通片,Non-Mandarin,Gan,Datong
421223,湖北省,咸宁市,崇阳县,非官话,赣,大通片,Non-Mandarin,Gan,Datong
421224,湖北省,咸宁市,通山县,非官话,赣,大通片,Non-Mandarin,Gan,Datong
421303,湖北省,随州市,曾都区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
421381,湖北省,随州市,广水市,官话,江淮官话,黄孝片,Mandarin,Jianghuai,Huangxiao
421321,湖北省,随州市,随县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
422801,湖北省,恩施土家族苗族自治州,恩施市,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
422802,湖北省,恩施土家族苗族自治州,利川市,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
422822,湖北省,恩施土家族苗族自治州,建始县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
422823,湖北省,恩施土家族苗族自治州,巴东县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
422825,湖北省,恩施土家族苗族自治州,宣恩县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
422826,湖北省,恩施土家族苗族自治州,咸丰县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
422827,湖北省,恩施土家族苗族自治州,来凤县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
422828,湖北省,恩施土家族苗族自治州,鹤峰县,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
429004,湖北省,省直辖县级行政单位,仙桃市,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
429005,湖北省,省直辖县级行政单位,潜江市,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
429006,湖北省,省直辖县级行政单位,天门市,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
429021,湖北省,省直辖县级行政单位,神农架林区,官话,西南官话,湖广片,Mandarin,Southwestern,Huguang
